tags,name,patrons,month_amount,total_amount
"MUZYKA,SZTUKA,TEATR",Nadia La Chiquetita,11,325 zł,4705 zł
"MUZYKA,SZTUKA",AG Carmen,0,0 zł,0 zł
"MUZYKA,INNE,SPOŁECZNE",Kompania Jonatana,1,50 zł,700 zł
"MUZYKA,EDUKACJA",SUPRAL RECORDS,0,0 zł,0 zł
"MUZYKA,FOTOGRAFIA,PUBLICYSTYKA",FOLK24 Magazyn,2,25 zł,2327 zł
"MUZYKA,SZTUKA,TEATR",Krzysztof Baranowski - Muzyka pod Księżycem,0,0 zł,0 zł
"MUZYKA,YOUTUBE",TeZetzki,0,0 zł,0 zł
"MUZYKA,SZTUKA,EDUKACJA",Kamila Bakalarczyk,1,30 zł,775 zł
"MUZYKA,YOUTUBE",DJ WiT_kowski,0,0 zł,0 zł
"MUZYKA,PUBLICYSTYKA",RapRiver,2,30 zł,1295 zł
"MUZYKA,LITERATURA,#KULTURAWSIECI",Archiwum Polskiego Rocka - Polski Rock w najlepszym wydaniu,6,165 zł,3515 zł
"MUZYKA,YOUTUBE,PODCAST",KUCHNIA ON TOUR by Matthew Clarck,19,1145 zł,6275 zł
"MUZYKA,SZTUKA,YOUTUBE",Wojciech Bator,0,0 zł,200 zł
MUZYKA,Hubert Trojanek,0,0 zł,0 zł
"MUZYKA,LITERATURA,STREAMERZY",Szymkiewicz Współdzielnia,8,280 zł,11 tys. zł
"MUZYKA,PUBLICYSTYKA,PODCAST",FollowRAP,0,0 zł,265 zł
"MUZYKA,SZTUKA,EDUKACJA",Dani Millz,0,0 zł,0 zł
"MUZYKA,SZTUKA",Festiwal Musica Divina,40,1700 zł,33 tys. zł
"MUZYKA,SZTUKA,INNE",Mr. Jazzek,1,10 zł,190 zł
"MUZYKA,SPOŁECZNE",mamytojaknikt,3,60 zł,1480 zł
"MUZYKA,SZTUKA,INNE",Fundacja Pasja Życia im. s. Józefy Menendez,0,0 zł,252 zł
"MUZYKA,SZTUKA",Gree,1,100 zł,2815 zł
"MUZYKA,YOUTUBE",Tomasz Derach,1,10 zł,610 zł
"MUZYKA,MALARSTWO,YOUTUBE",Augustyn KenNeDy,0,0 zł,21 zł
"MUZYKA,LITERATURA,SZTUKA,#KULTURAWSIECI",Paryskie salony romantyków,0,0 zł,30 zł
"MUZYKA,WYPRAWY,SZTUKA",Klub Muzyczny Bogart,6,250 zł,30 tys. zł
"MUZYKA,SPORT,STREAMERZY",Cicha Strona Miasta TV,0,0 zł,0 zł
"MUZYKA,LITERATURA,SZTUKA",Maroszek & Laskowska Art Of Song Duet,0,0 zł,120 zł
"MUZYKA,SZTUKA,SPOŁECZNE",Fausystem,0,0 zł,0 zł
MUZYKA,Chłodno,1,10 zł,485 zł
"MUZYKA,SZTUKA,EDUKACJA",Piotr Kuźniar,0,0 zł,0 zł
MUZYKA,IINA,0,0 zł,0 zł
"MUZYKA,STREAMERZY",Mirka Kozłowska-Nalepa,0,0 zł,0 zł
"MUZYKA,SZTUKA,YOUTUBE",Magdalena Kowalczyk Guitarist,0,0 zł,0 zł
"MUZYKA,YOUTUBE",Luuka Luk,0,0 zł,0 zł
"MUZYKA,SZTUKA,YOUTUBE",Konrad Górzyński,0,0 zł,425 zł
"MUZYKA,YOUTUBE",PON,0,0 zł,0 zł
"MUZYKA,SZTUKA,RĘKODZIEŁO",Stradosfera,0,0 zł,686 zł
"MUZYKA,YOUTUBE,MOTORYZACJA",Gardian,1,5 zł,10 zł
"MUZYKA,EDUKACJA,STREAMERZY",Szkoła muzyczna TONY,3,108 zł,660 zł
"MUZYKA,SZTUKA,YOUTUBE",Paweł Skiba,FALSE,FALSE,FALSE
"MUZYKA,YOUTUBE,STREAMERZY",Mateusz Ślaski,FALSE,FALSE,FALSE
"MUZYKA,YOUTUBE,SPOŁECZNE",Tomek Konca - Radio Koncao,9,280 zł,7830 zł
"MUZYKA,TEATR,EDUKACJA",Bartosz Nowak,0,0 zł,273 zł
"MUZYKA,SZTUKA,TEATR",Rock Dance Theatre,0,0 zł,0 zł
"MUZYKA,YOUTUBE,PODCAST",Polska po francusku,0,0 zł,0 zł
"MUZYKA,SZTUKA,TEATR",Magdalena Daniel,1,25 zł,650 zł
"MUZYKA,SZTUKA,GRAFIKA",Stowarzyszenie Muzyczne Śląski Jazz Club,1,20 zł,930 zł
"MUZYKA,YOUTUBE,STREAMERZY",DJ ŚWIRU,15,325 zł,3985 zł
"MUZYKA,EDUKACJA,SPOŁECZNE",Fundacja Barnaby,2,10 zł,2150 zł
"MUZYKA,FILM,SZTUKA",Pawel Gajewski Handpan Fusion,0,0 zł,0 zł
"MUZYKA,NAUKA,SPOŁECZNE",Ethnica-Art Janusz Czarnecki,1,30 zł,4040 zł
"MUZYKA,SPORT,ZDROWIE,#KULTURAWSIECI",muscoYoga,0,0 zł,130 zł
"MUZYKA,YOUTUBE,NAUKA",Crystal Tarot,3,200 zł,1200 zł
"MUZYKA,SZTUKA,SPOŁECZNE",LEDNICA 2000,0,0 zł,0 zł
"MUZYKA,SZTUKA,YOUTUBE",Marta Bejma,0,0 zł,855 zł
"MUZYKA,FILM,YOUTUBE",GUITAR STORIES,27,355 zł,9370 zł
"MUZYKA,SZTUKA,YOUTUBE",Kamila i Tomek,0,0 zł,2720 zł
"MUZYKA,SZTUKA,TEATR",SUTARI,1,20 zł,895 zł
"MUZYKA,LITERATURA,PODCAST",MaloGranie,3,155 zł,4280 zł
"MUZYKA,FILM,YOUTUBE",AniaAmy,0,0 zł,0 zł
"MUZYKA,SZTUKA,SPOŁECZNE",Projekt Sheptuch,2,55 zł,2235 zł
"MUZYKA,SZTUKA,EDUKACJA",Jazz Centrum,0,0 zł,2350 zł
"MUZYKA,EDUKACJA,NAUKA",ALLEGRETTO Autorska Szkoła Muzyki,1,20 zł,1290 zł
"MUZYKA,FILM,LITERATURA",Boro Inc Celebration Productions,0,0 zł,0 zł
"MUZYKA,FOTOGRAFIA,SZTUKA",The Daffodils Art Project,0,0 zł,1175 zł
"MUZYKA,FILM,#KULTURAWSIECI",Karol Górski,0,0 zł,1060 zł
"MUZYKA,SZTUKA,YOUTUBE",Skrzeczące Bambusy,0,0 zł,675 zł
"MUZYKA,YOUTUBE",Winicjusz Bartków,1,50 zł,FALSE
"MUZYKA,SZTUKA",Wojtek Kiełbasa,13,275 zł,11 tys. zł
"MUZYKA,YOUTUBE,STREAMERZY",PLATEAU,1,30 zł,7380 zł
"MUZYKA,PODCAST,STREAMERZY",radio zgiełk,0,0 zł,940 zł
"MUZYKA,EDUKACJA,YOUTUBE",SoundFarm,10,150 zł,3340 zł
"MUZYKA,PUBLICYSTYKA,SPOŁECZNE",Nasze Radio USA,4,70 zł,5450 zł
"MUZYKA,INNE,YOUTUBE",TwinFlame Nesty,0,0 zł,0 zł
MUZYKA,Jesienny Przeciąg Gitarowy,0,0 zł,15 zł
"MUZYKA,PUBLICYSTYKA,PODCAST",Radio 357,44547,814374 zł,14.56 mln zł
"MUZYKA,FILM,YOUTUBE,#KULTURAWSIECI",MamJazza,0,0 zł,357 zł
"MUZYKA,SZTUKA,SPOŁECZNE",Fundacja FAURE,0,0 zł,0 zł
"MUZYKA,EDUKACJA,YOUTUBE,#KULTURAWSIECI",Jarosław Mierzwa,0,0 zł,81 zł
"MUZYKA,FOTOGRAFIA,SPOŁECZNE",Koncertowy Tarnów,0,0 zł,0 zł
"MUZYKA,WYPRAWY,EDUKACJA",Marek Szurawski Muzyka Mórz i Oceanów,5,147 zł,5053 zł
"MUZYKA,EDUKACJA,YOUTUBE",Pan od Gitary,1,10 zł,390 zł
"MUZYKA,INNE,SPOŁECZNE",Salka prób - Stowarzyszenie Impuls,6,75 zł,3030 zł
"MUZYKA,FILM,YOUTUBE",Laudans,0,0 zł,55 zł
"MUZYKA,GRY,YOUTUBE",Rock Bottom MC,0,0 zł,0 zł
"MUZYKA,FILM,YOUTUBE",Sylwia Przetak,26,1040 zł,FALSE
"MUZYKA,PUBLICYSTYKA,YOUTUBE",RadioTop,0,0 zł,0 zł
"MUZYKA,FILM",Tomasz Rudolf,2,80 zł,4280 zł
"MUZYKA,SZTUKA,YOUTUBE",Coria Official,0,0 zł,0 zł
"MUZYKA,YOUTUBE,SPOŁECZNE",Paulina Białek,1,50 zł,950 zł
"MUZYKA,FOTOGRAFIA,SZTUKA",Weekendowa Bydgoszcz,0,0 zł,0 zł
"MUZYKA,YOUTUBE",Agnieszka Czarnecka,0,0 zł,20 zł
"MUZYKA,SZTUKA,YOUTUBE",Ania Blush,0,0 zł,580 zł
"MUZYKA,YOUTUBE",Michał Sawicki-śpiewający akordeonista,13,350 zł,13 tys. zł
"MUZYKA,SZTUKA,TEATR",ArtBene,1,100 zł,2950 zł
"MUZYKA,YOUTUBE",Mateusz Wróbel,0,0 zł,0 zł
"MUZYKA,FILM,YOUTUBE",Flaque,0,0 zł,1390 zł
"MUZYKA,EDUKACJA,YOUTUBE",Drum Notes Library,0,0 zł,0 zł
"MUZYKA,EDUKACJA,YOUTUBE",Lily Moon,0,0 zł,65 zł
"MUZYKA,GRY,YOUTUBE",BALDURANS ARMORY,0,0 zł,50 zł
"MUZYKA,INNE,PUBLICYSTYKA",Radio Chrześcijanin,1,10 zł,550 zł
"MUZYKA,MALARSTWO,YOUTUBE",Tytus Grad,FALSE,FALSE,FALSE
"MUZYKA,SZTUKA,YOUTUBE",Double Brass,0,0 zł,100 zł
"MUZYKA,FILM,YOUTUBE",Chris Milton,0,0 zł,80 zł
"MUZYKA,INNE,EDUKACJA",tuneguitar.net,FALSE,FALSE,FALSE
"MUZYKA,YOUTUBE",AWA Epic Music,0,0 zł,0 zł
"MUZYKA,SZTUKA,STREAMERZY,#KULTURAWSIECI",Wygramy Muzyką,1,0 zł,870 zł
"MUZYKA,SPOŁECZNE",Wydział Remontowy,18,925 zł,26 tys. zł
"MUZYKA,GRY,GRAFIKA",SzyrGameStudio,0,0 zł,0 zł
MUZYKA,WWK T.M.,0,0 zł,405 zł
"MUZYKA,YOUTUBE",Roksana Czeryba,0,0 zł,10 zł
"MUZYKA,STREAMERZY",Michał Łangowski - Piosenki na lepszy czas,FALSE,FALSE,FALSE
"MUZYKA,YOUTUBE",Dziewanna,FALSE,FALSE,FALSE
"MUZYKA,GRY,FOTOGRAFIA",Mike Ethanol,0,0 zł,330 zł
"MUZYKA,SZTUKA,TEATR",Radio z QLTURĄ,2,56 zł,1736 zł
MUZYKA,Noel el Látigo,0,0 zł,0 zł
"MUZYKA,SZTUKA,YOUTUBE",Sleever,0,0 zł,50 zł
"MUZYKA,LITERATURA,YOUTUBE,#KULTURAWSIECI",Matt Ostrowski,11,295 zł,6265 zł
"MUZYKA,YOUTUBE",Szymon Mański,0,0 zł,120 zł
"MUZYKA,INNE",Dave Nilaya,0,0 zł,0 zł
"MUZYKA,SZTUKA,YOUTUBE,#KULTURAWSIECI",Robert Otwinowski,0,0 zł,150 zł
"MUZYKA,STREAMERZY,#KULTURAWSIECI",Totuart,0,0 zł,670 zł
"MUZYKA,FILM,YOUTUBE",Maria Biernacka,0,0 zł,90 zł
"MUZYKA,SZTUKA",Kogo to Obchodzi,0,0 zł,180 zł
"MUZYKA,SZTUKA,YOUTUBE",Bartek Rzepka,0,0 zł,390 zł
"MUZYKA,LITERATURA,EDUKACJA",Leszek Kazimierski,0,0 zł,0 zł
"MUZYKA,YOUTUBE",Adam Stachowiak,1,50 zł,3280 zł
"MUZYKA,LITERATURA,SZTUKA",KRASZA,0,0 zł,45 zł
"MUZYKA,EDUKACJA,YOUTUBE",Teofil z Katowic,4,134 zł,5008 zł
"MUZYKA,YOUTUBE,PODCAST",Noemi Black,0,0 zł,493 zł
"MUZYKA,LITERATURA",Nocą Umówieni,FALSE,FALSE,FALSE
"MUZYKA,ZDROWIE,SPOŁECZNE",Fundacja Nordoff Robbins Polska,0,0 zł,612 zł
"MUZYKA,FILM",Ada Maksymowicz,0,0 zł,0 zł
"MUZYKA,SZTUKA",Dom Dobrego Dźwięku,FALSE,FALSE,FALSE
"MUZYKA,SZTUKA,SPOŁECZNE",Klub muzyczny Anielski Młyn,33,1570 zł,27 tys. zł
"MUZYKA,SZTUKA,ZDROWIE",Prahumira,1,10 zł,440 zł
"MUZYKA,SZTUKA,EDUKACJA",Ewa eM,14,510 zł,3020 zł
"MUZYKA,YOUTUBE,STREAMERZY",PIBEEP.COM,0,0 zł,60 zł
"MUZYKA,GRY,YOUTUBE",Kamikaze / NRGeek,1,20 zł,32 tys. zł
"MUZYKA,SZTUKA,YOUTUBE",Justyna Jary,10,700 zł,14 tys. zł
"MUZYKA,FILM,YOUTUBE",MUZYKUJ PAWEŁ LEMAŃSKI,4,75 zł,2565 zł
"MUZYKA,EDUKACJA,YOUTUBE",Na Setkę,23,415 zł,10 tys. zł
"MUZYKA,FILM,YOUTUBE",Świat według Sabinki,0,0 zł,405 zł
"MUZYKA,FILM,SZTUKA,#KULTURAWSIECI",Mon Mon || monmonpiano,5,358 zł,FALSE
"MUZYKA,SPORT,EDUKACJA",Zapart Dance Studio,0,0 zł,1125 zł
"MUZYKA,SZTUKA,SPOŁECZNE",Brydżyt,0,0 zł,0 zł
"MUZYKA,BLOG,STREAMERZY",Maciej Kleczkowski,FALSE,FALSE,FALSE
"MUZYKA,YOUTUBE,PODCAST",ALIEN X,0,0 zł,226 zł
"MUZYKA,INNE",Myrkálfar,0,0 zł,420 zł
"MUZYKA,EDUKACJA,YOUTUBE",Marcin Snokowski,0,0 zł,1268 zł
"MUZYKA,EDUKACJA,YOUTUBE",Co to za sample?,1,10 zł,280 zł
"MUZYKA,FILM,SZTUKA",Estera Kukier,0,0 zł,517 zł
"MUZYKA,EDUKACJA,YOUTUBE",MarKato Duo,0,0 zł,0 zł
"MUZYKA,SZTUKA",Tomasin,0,0 zł,30 zł
"MUZYKA,FILM,INNE",Kuba Zaborski,2,40 zł,590 zł
"MUZYKA,PUBLICYSTYKA,PODCAST",RadioDimash.pl,6,220 zł,4280 zł
"MUZYKA,EDUKACJA",BliskoBrzmiący,2,35 zł,3930 zł
"MUZYKA,SZTUKA,YOUTUBE,#KULTURAWSIECI",Muzyka Relaksacyjna,1,10 zł,260 zł
"MUZYKA,SZTUKA,EDUKACJA,#KULTURAWSIECI",PLues X deConstruction of Bars bLues,1,10 zł,4615 zł
"MUZYKA,SZTUKA,#KULTURAWSIECI",Dorota Oleszkowicz,0,0 zł,210 zł
MUZYKA,Marcin Styczeń,0,0 zł,0 zł
"MUZYKA,YOUTUBE",Marta Bortel,0,0 zł,120 zł
"MUZYKA,#KULTURAWSIECI",Magda Turowska,0,0 zł,0 zł
"MUZYKA,LITERATURA,DESIGN",Paweł Melnarowicz,0,0 zł,0 zł
"MUZYKA,SZTUKA,TEATR",Otwocki Kalendarz Kulturalny,9,165 zł,5570 zł
"MUZYKA,LITERATURA,FOTOGRAFIA,#KULTURAWSIECI",Agata Amelia Wawrzyniak,0,0 zł,535 zł
"MUZYKA,WYPRAWY,SPORT",Artur Pierzchniak-Guma,12,270 zł,8880 zł
"MUZYKA,SZTUKA,YOUTUBE",Schola liturgiczna Domine Jesu,1,50 zł,1175 zł
"MUZYKA,GRY,YOUTUBE",MaciekGMP40,6,120 zł,3170 zł
"MUZYKA,SZTUKA,INNE",MÓZG UPGRADE,2,1050 zł,18 tys. zł
MUZYKA,Kraków Street Band,FALSE,FALSE,FALSE
MUZYKA,Szymon Pejski,0,0 zł,0 zł
"MUZYKA,FILM,YOUTUBE",Garage Show,0,0 zł,0 zł
"MUZYKA,#KULTURAWSIECI",Piotr Zubek,0,0 zł,420 zł
"MUZYKA,SZTUKA,YOUTUBE,#KULTURAWSIECI",Marta Benk - Organistka PL,8,130 zł,2135 zł
"MUZYKA,SZTUKA,SPOŁECZNE",Radio Kapitał,48,1000 zł,26 tys. zł
"MUZYKA,LITERATURA,TEATR",Scena pod Regałem,0,0 zł,420 zł
"MUZYKA,YOUTUBE,SPOŁECZNE",24/7 Warszawa - Dom Modlitwy,6,775 zł,30 tys. zł
MUZYKA,Splendid Sound,17,330 zł,6705 zł
"MUZYKA,SZTUKA,YOUTUBE",karwatpawel,2,80 zł,1320 zł
MUZYKA,Anna Maria Mbayo,0,0 zł,330 zł
"MUZYKA,EDUKACJA,YOUTUBE",Strefa Audytywna PL,0,0 zł,300 zł
"MUZYKA,WYPRAWY,BLOG",Dystans,0,0 zł,0 zł
"MUZYKA,SZTUKA,YOUTUBE",eva ȧjbrin,0,0 zł,396 zł
"MUZYKA,SZTUKA,PODCAST",Madage aka Kartonowy Kot,1,25 zł,650 zł
"MUZYKA,YOUTUBE,PODCAST",LENDA/KOZUB,FALSE,FALSE,FALSE
"MUZYKA,SZTUKA,MALARSTWO,#KULTURAWSIECI",Ola Boniecka,0,0 zł,255 zł
"MUZYKA,SZTUKA,YOUTUBE",Paulina Wojtaszek,0,0 zł,880 zł
"MUZYKA,SZTUKA,YOUTUBE,#KULTURAWSIECI",UnFaced,0,0 zł,190 zł
"MUZYKA,SZTUKA,YOUTUBE",Agnes Violin Sowa,0,0 zł,0 zł
MUZYKA,Praktyczna Pani,0,0 zł,1161 zł
"MUZYKA,PODCAST,#KULTURAWSIECI",Taste The Music,6,156 zł,4690 zł
"MUZYKA,LITERATURA,SZTUKA",Jacek Korabita Kowalski,13,610 zł,17 tys. zł
MUZYKA,Magda Pamuła,0,0 zł,330 zł
"MUZYKA,INNE,PODCAST",Dom - prowadzi Gaba Kulka,FALSE,FALSE,FALSE
"MUZYKA,SZTUKA,EDUKACJA",Edward Wolanin pianist,0,0 zł,100 zł
"MUZYKA,GRY,EDUKACJA",Fundacja Game Music,27,1830 zł,42 tys. zł
"MUZYKA,FILM,SPOŁECZNE",Marcin Bzyk,1,15 zł,2020 zł
"MUZYKA,WYPRAWY,BLOG",Mati,0,0 zł,0 zł
"MUZYKA,TEATR,EDUKACJA",Ania Tomczak,0,0 zł,0 zł
"MUZYKA,SZTUKA,EDUKACJA,#KULTURAWSIECI",Flamenco - Karolina Łucznik,0,0 zł,450 zł
"MUZYKA,MODA,YOUTUBE",Maria Magdalena,0,0 zł,250 zł
"MUZYKA,EDUKACJA,YOUTUBE",Aga Przestrzelska - trener wokalny,0,0 zł,0 zł
"MUZYKA,SZTUKA,YOUTUBE",Projekt Przebudzenie,14,550 zł,13 tys. zł
"MUZYKA,WYPRAWY,EDUKACJA",Muzyka etniczna,1,300 zł,7530 zł
"MUZYKA,SZTUKA,YOUTUBE",Pawbeats,FALSE,FALSE,FALSE
"MUZYKA,EDUKACJA,YOUTUBE,#KULTURAWSIECI",Stowarzyszenie Polskich Muzyków Kameralistów,4,66 zł,9355 zł
"MUZYKA,LITERATURA,GRY",Klubokawiarnia JOLANDER,0,0 zł,0 zł
"MUZYKA,PODCAST",Dj Bartes,0,0 zł,27 zł
"MUZYKA,INNE,YOUTUBE",Woman in Corset,FALSE,FALSE,FALSE
"MUZYKA,YOUTUBE,PODCAST",Kostek TV,0,0 zł,0 zł
"MUZYKA,FILM",Piotr Kołodziej,0,0 zł,30 zł
"MUZYKA,FILM,LITERATURA",DOM SPOKOJNEJ KSIĄŻKI,12,265 zł,460 zł
"MUZYKA,FILM,SZTUKA",OBRASQi,1,20 zł,70 zł
"MUZYKA,SZTUKA,SPOŁECZNE",Stowarzyszenie Gospel Nad Rabą,1,100 zł,1955 zł
"MUZYKA,FILM",Tomasz Prezes Hodyński,0,0 zł,0 zł
"MUZYKA,INNE,EDUKACJA,#KULTURAWSIECI",Gospel Joy,19,460 zł,7870 zł
"MUZYKA,YOUTUBE",Łukasz Król Spociński,6,135 zł,1035 zł
"MUZYKA,FILM,SZTUKA",Piotr Lewandowski,0,0 zł,30 zł
"MUZYKA,SZTUKA,MALARSTWO",Fundacja Artdelic,1,20 zł,640 zł
"MUZYKA,YOUTUBE,STREAMERZY,#KULTURAWSIECI",Rita Raga,1,30 zł,910 zł
"MUZYKA,YOUTUBE,STREAMERZY",Hubert Więcek,6,1620 zł,67 tys. zł
"MUZYKA,FILM",W PODSKOKACH,1,10 zł,20 zł
"MUZYKA,LITERATURA,INNE",Maciej Zakrzewski,0,0 zł,0 zł
"MUZYKA,EDUKACJA,STREAMERZY",JM Records,0,0 zł,160 zł
"MUZYKA,SZTUKA,YOUTUBE",Heart Label,0,0 zł,30 zł
"MUZYKA,SZTUKA,EDUKACJA","Sebastian Niemczycki ,,Niemczyckis Music",0,0 zł,0 zł
"MUZYKA,SZTUKA,MALARSTWO",Jakub Słomkowski,0,0 zł,0 zł
"MUZYKA,SZTUKA,SPOŁECZNE",Radio Zamek Nadaje,119,2740 zł,14 tys. zł
"MUZYKA,SZTUKA,YOUTUBE",Paweł Izdebski,FALSE,FALSE,FALSE
"MUZYKA,TEATR,EDUKACJA,#KULTURAWSIECI",VoiceInProgress - Joanna Kurzyńska,1,21 zł,693 zł
"MUZYKA,LITERATURA,TEATR,#KULTURAWSIECI",Teatr Kultureska,0,0 zł,120 zł
"MUZYKA,SZTUKA,TEATR",Michał Janicki,0,0 zł,0 zł
"MUZYKA,WYPRAWY,FOTOGRAFIA",Michał Zygmunt,4,50 zł,3664 zł
"MUZYKA,SZTUKA",Patryk,0,0 zł,625 zł
"MUZYKA,WYPRAWY,FOTOGRAFIA",Stella,0,0 zł,165 zł
"MUZYKA,SZTUKA,EDUKACJA",Peter Olshevsky,0,0 zł,0 zł
"MUZYKA,SZTUKA,EDUKACJA,#KULTURAWSIECI",Mozaika,0,0 zł,2950 zł
"MUZYKA,SZTUKA",owca,175,3380 zł,167 tys. zł
"MUZYKA,EDUKACJA,YOUTUBE",StivO Gitarowanie,1,0 zł,220 zł
"MUZYKA,SZTUKA,EDUKACJA",Scena dla Kobiet,0,0 zł,466 zł
"MUZYKA,YOUTUBE",Gabi i Wojciech Gąsior,9,130 zł,4680 zł
"MUZYKA,SZTUKA,YOUTUBE",mischa.avi,FALSE,FALSE,FALSE
"MUZYKA,FILM,YOUTUBE",Ola Abramowicz,0,0 zł,1592 zł
MUZYKA,Łukasz Pawłowski,0,0 zł,0 zł
"MUZYKA,SZTUKA,SPOŁECZNE",Estrada stagebar,0,0 zł,2120 zł
"MUZYKA,EDUKACJA,YOUTUBE,#KULTURAWSIECI",Beatit,0,0 zł,7010 zł
"MUZYKA,SZTUKA,PUBLICYSTYKA",blenderrap.pl,0,0 zł,235 zł
"MUZYKA,FILM,SZTUKA",Piero Peterlo,0,0 zł,0 zł
"MUZYKA,NAUKA",Harfiarka Barbara Karlik,10,160 zł,4481 zł
"MUZYKA,YOUTUBE,PODCAST",Michał Proceente Kosiorowski,0,0 zł,0 zł
"MUZYKA,EDUKACJA,YOUTUBE,#KULTURAWSIECI",Babadu TV - Piosenki dla dzieci,1,10 zł,455 zł
"MUZYKA,YOUTUBE,SPOŁECZNE",Beron,0,0 zł,120 zł
"MUZYKA,SZTUKA,SPOŁECZNE",Śpiewanie BEZ GRANIC !,0,0 zł,0 zł
"MUZYKA,WYPRAWY,EDUKACJA",DrAMNESTIA,6,50 zł,843 zł
"MUZYKA,WYPRAWY,RĘKODZIEŁO",Galactic Smokehouse,0,0 zł,0 zł
"MUZYKA,RĘKODZIEŁO,EDUKACJA",Domowe Muzaki,FALSE,FALSE,FALSE
MUZYKA,Gentelmen’s Jazz,0,0 zł,3546 zł
"MUZYKA,EDUKACJA,YOUTUBE,#KULTURAWSIECI",BASTI,3,35 zł,1565 zł
MUZYKA,BODYCHRIST,0,0 zł,1273 zł
"MUZYKA,FILM,TEATR",Paulina Janczak,1,10 zł,6890 zł
"MUZYKA,SPORT,ZDROWIE",Marta Meller,0,0 zł,910 zł
"MUZYKA,LITERATURA,STREAMERZY,#KULTURAWSIECI",LIMBOSKI,42,770 zł,27 tys. zł
"MUZYKA,SPORT,YOUTUBE,#KULTURAWSIECI",Wioleta Świerczek,0,0 zł,435 zł
"MUZYKA,WYPRAWY",Freeborn Brothers,0,0 zł,690 zł
"MUZYKA,SPORT,EDUKACJA,#KULTURAWSIECI",Sabrosa Dance Studio,0,0 zł,9620 zł
MUZYKA,Dorota Korotkiewicz,0,0 zł,0 zł
"MUZYKA,SZTUKA,YOUTUBE",Agnieszka Flis / Agnes Violin,14,475 zł,14 tys. zł
"MUZYKA,EDUKACJA,YOUTUBE",Polish Eagle,0,0 zł,0 zł
"MUZYKA,SZTUKA,SPOŁECZNE",Fundacja Dla Wolności im. ks. Jerzego Popiełuszki,0,0 zł,0 zł
"MUZYKA,YOUTUBE",AFAR,0,0 zł,0 zł
MUZYKA,Bełchatowskie Stowarzyszenie Miłośników Muzyki Chrześcijańskiej Syjon,0,0 zł,5 zł
"MUZYKA,SZTUKA,YOUTUBE",Marek Korzemski,0,0 zł,0 zł
"MUZYKA,YOUTUBE",Jonek,0,0 zł,0 zł
MUZYKA,Patryk Olżyński,0,0 zł,0 zł
"MUZYKA,SZTUKA,TEATR","Jurek, Tadek i Ziomki z Teatru",0,0 zł,1195 zł
"MUZYKA,SZTUKA,YOUTUBE,#KULTURAWSIECI",Kasia Krzyżaniak,0,0 zł,77 zł
"MUZYKA,SZTUKA,YOUTUBE",VECTOR,0,0 zł,9 zł
"MUZYKA,SZTUKA,TEATR",sztuka na wynos,3,195 zł,585 zł
"MUZYKA,ZDROWIE,SPOŁECZNE",Transfer Dobra TV - Wojtek Juszkiewicz,1,3 zł,273 zł
"MUZYKA,SPORT,EDUKACJA",A Voz Da Capoeira,1,30 zł,2340 zł
"MUZYKA,YOUTUBE,SPOŁECZNE",Team Music Matrix,0,0 zł,0 zł
MUZYKA,Koneser Disco Polo,0,0 zł,55 zł
"MUZYKA,EDUKACJA",Piotr Lessaer,1,20 zł,230 zł
"MUZYKA,YOUTUBE,PODCAST",mirabout,0,FALSE,FALSE
"MUZYKA,INNE,SPOŁECZNE",Zespół Nowonarodzeni,0,0 zł,7600 zł
"MUZYKA,FILM,FOTOGRAFIA",NOIR,0,0 zł,0 zł
"MUZYKA,SZTUKA,RĘKODZIEŁO",Borys Kaltermann,0,0 zł,165 zł
"MUZYKA,YOUTUBE,SPOŁECZNE",Michał Terpiłowski - Emteroo,5,75 zł,375 zł
"MUZYKA,LITERATURA,WYPRAWY",Mateusz Nożownik,0,0 zł,0 zł
"MUZYKA,YOUTUBE,STREAMERZY",Michel B. Rachel,0,0 zł,830 zł
"MUZYKA,FILM,YOUTUBE",Ministrancka Wytwórnia Muzyczna,0,0 zł,4655 zł
"MUZYKA,SZTUKA,YOUTUBE",Natalia (Kawa i Awangarda),FALSE,FALSE,FALSE
"MUZYKA,SZTUKA,SPOŁECZNE",Zinelibrary.pl,0,0 zł,14 zł
"MUZYKA,LITERATURA,SZTUKA",Marta Gębska,0,0 zł,0 zł
"MUZYKA,EDUKACJA,YOUTUBE",Gosia Sacała jedzie do Etiopii!,5,80 zł,18 tys. zł
MUZYKA,ROOMX,0,0 zł,830 zł
MUZYKA,Czuwanie Młodych Creator,0,0 zł,0 zł
"MUZYKA,SZTUKA,YOUTUBE",Anna Karpiel,0,0 zł,15 zł
"MUZYKA,TEATR,YOUTUBE",Podróż Musicalowa,9,430 zł,9510 zł
"MUZYKA,SZTUKA,MALARSTWO",Szczurszou,0,0 zł,174 zł
"MUZYKA,TEATR,NAUKA",Rafał Supiński,0,0 zł,13 tys. zł
MUZYKA,PROSECUTOR,0,0 zł,0 zł
"MUZYKA,SZTUKA,YOUTUBE",NIVEL Band,0,0 zł,0 zł
"MUZYKA,INNE",Thomas Fox Lis,0,0 zł,0 zł
"MUZYKA,SZTUKA,PODCAST",HearTheMusic (HTM),5,90 zł,5721 zł
MUZYKA,Dominika Dominiak,1,15 zł,1740 zł
"MUZYKA,SPOŁECZNE",DOLORE$,0,0 zł,0 zł
